subject_id,technique,density,trial_id,randObjIdx,successful_selections,total_attempts,trial_time
sub_pilot_patrick,Flower,1,1,30,1,2,20.74341
sub_pilot_patrick,Flower,1,2,2,1,1,2.603455
sub_pilot_patrick,Flower,1,3,10,1,1,2.408478
sub_pilot_patrick,Flower,1,4,33,1,1,1.921356
sub_pilot_patrick,Flower,1,5,48,1,1,1.879456
sub_pilot_patrick,Flower,1,6,35,1,1,1.851654
sub_pilot_patrick,Flower,1,7,6,1,1,1.837738
sub_pilot_patrick,Flower,1,8,36,1,1,1.684509
sub_pilot_patrick,Flower,2,1,90,1,1,3.410034
sub_pilot_patrick,Flower,2,2,84,1,1,1.726166
sub_pilot_patrick,Flower,2,3,29,1,1,1.754303
sub_pilot_patrick,Flower,2,4,43,1,1,1.545746
sub_pilot_patrick,Flower,2,5,14,1,1,1.436371
sub_pilot_patrick,Flower,2,6,96,1,1,2.852173
sub_pilot_patrick,Flower,2,7,42,1,1,1.628998
sub_pilot_patrick,Flower,2,8,107,1,1,1.642761
sub_pilot_patrick,Flower,3,1,153,1,1,2.381927
sub_pilot_patrick,Flower,3,2,158,1,1,2.074707
sub_pilot_patrick,Flower,3,3,106,1,1,1.795959
sub_pilot_patrick,Flower,3,4,72,1,1,2.060364
sub_pilot_patrick,Flower,3,5,111,1,1,1.99054
sub_pilot_patrick,Flower,3,6,77,1,1,1.746338
sub_pilot_patrick,Flower,3,7,0,1,1,1.935425
sub_pilot_patrick,Flower,3,8,9,1,1,1.628387
sub_pilot_patrick,OhMiniMap,1,1,30,1,1,6.357422
sub_pilot_patrick,OhMiniMap,1,2,2,1,2,6.023804
sub_pilot_patrick,OhMiniMap,1,3,10,1,1,7.800049
sub_pilot_patrick,OhMiniMap,1,4,33,1,1,7.493652
sub_pilot_patrick,OhMiniMap,1,5,48,1,1,4.268555
sub_pilot_patrick,OhMiniMap,1,6,35,1,1,3.515747
sub_pilot_patrick,OhMiniMap,1,7,6,1,1,4.595459
sub_pilot_patrick,OhMiniMap,1,8,36,1,1,5.14563
sub_pilot_patrick,OhMiniMap,2,1,90,1,1,4.733643
sub_pilot_patrick,OhMiniMap,2,2,84,1,1,4.296631
sub_pilot_patrick,OhMiniMap,2,3,29,1,1,4.00415
sub_pilot_patrick,OhMiniMap,2,4,43,1,1,5.290894
sub_pilot_patrick,OhMiniMap,2,5,14,1,1,4.363525
sub_pilot_patrick,OhMiniMap,2,6,96,1,1,3.543091
sub_pilot_patrick,OhMiniMap,2,7,42,1,1,3.201416
sub_pilot_patrick,OhMiniMap,2,8,107,1,1,4.35144
sub_pilot_patrick,OhMiniMap,3,1,153,1,1,3.631104
sub_pilot_patrick,OhMiniMap,3,2,158,1,1,5.841431
sub_pilot_patrick,OhMiniMap,3,3,106,1,1,3.932495
sub_pilot_patrick,OhMiniMap,3,4,72,1,1,5.079102
sub_pilot_patrick,OhMiniMap,3,5,111,1,1,3.466431
sub_pilot_patrick,OhMiniMap,3,6,77,1,1,3.399658
sub_pilot_patrick,OhMiniMap,3,7,0,1,2,6.208252
sub_pilot_patrick,OhMiniMap,3,8,9,1,1,5.648804
sub_pilot_patrick,SimpleMiniMap,1,1,30,1,1,3.523682
sub_pilot_patrick,SimpleMiniMap,1,2,2,1,1,3.04895
sub_pilot_patrick,SimpleMiniMap,1,3,10,1,1,3.055542
sub_pilot_patrick,SimpleMiniMap,1,4,33,1,1,4.435181
sub_pilot_patrick,SimpleMiniMap,1,5,48,1,1,3.002319
sub_pilot_patrick,SimpleMiniMap,1,6,35,1,1,3.511963
sub_pilot_patrick,SimpleMiniMap,1,7,6,1,1,3.065796
sub_pilot_patrick,SimpleMiniMap,1,8,36,1,1,3.263794
sub_pilot_patrick,SimpleMiniMap,2,1,90,1,1,4.477295
sub_pilot_patrick,SimpleMiniMap,2,2,84,1,2,4.902344
sub_pilot_patrick,SimpleMiniMap,2,3,29,1,1,7.704346
sub_pilot_patrick,SimpleMiniMap,2,4,43,1,1,3.44043
sub_pilot_patrick,SimpleMiniMap,2,5,14,1,1,2.860596
sub_pilot_patrick,SimpleMiniMap,2,6,96,1,1,4.045532
sub_pilot_patrick,SimpleMiniMap,2,7,42,1,1,3.471436
sub_pilot_patrick,SimpleMiniMap,2,8,107,1,1,3.265503
sub_pilot_patrick,SimpleMiniMap,3,1,153,1,1,3.890503
sub_pilot_patrick,SimpleMiniMap,3,2,158,1,1,3.77002
sub_pilot_patrick,SimpleMiniMap,3,3,106,1,1,3.44165
sub_pilot_patrick,SimpleMiniMap,3,4,72,1,2,4.548218
sub_pilot_patrick,SimpleMiniMap,3,5,111,1,1,3.233398
sub_pilot_patrick,SimpleMiniMap,3,6,77,1,1,4.03418
sub_pilot_patrick,SimpleMiniMap,3,7,0,1,1,3.435425
sub_pilot_patrick,SimpleMiniMap,3,8,9,1,1,3.179443
sub_pilot_patrick,RayKebab,1,1,30,1,6,16.81885
sub_pilot_patrick,RayKebab,1,2,2,1,1,2.116943
sub_pilot_patrick,RayKebab,1,3,10,1,1,14.61353
sub_pilot_patrick,RayKebab,1,4,33,1,1,2.995117
sub_pilot_patrick,RayKebab,1,5,48,1,1,2.909668
sub_pilot_patrick,RayKebab,1,6,35,1,2,4.203857
sub_pilot_patrick,RayKebab,1,7,6,1,1,5.499268
sub_pilot_patrick,RayKebab,1,8,36,1,1,2.840332
sub_pilot_patrick,RayKebab,2,1,90,1,1,3.339844
sub_pilot_patrick,RayKebab,2,2,84,1,1,3.689453
sub_pilot_patrick,RayKebab,2,3,29,1,1,3.154541
sub_pilot_patrick,RayKebab,2,4,43,1,1,1.741211
sub_pilot_patrick,RayKebab,2,5,14,1,2,5.041016
sub_pilot_patrick,RayKebab,2,6,96,1,1,4.074463
sub_pilot_patrick,RayKebab,2,7,42,1,2,3.522217
sub_pilot_patrick,RayKebab,2,8,107,1,1,2.757324
sub_pilot_patrick,RayKebab,3,1,153,1,1,2.895996
sub_pilot_patrick,RayKebab,3,2,158,1,1,3.901611
sub_pilot_patrick,RayKebab,3,3,106,1,1,7.495117
sub_pilot_patrick,RayKebab,3,4,72,1,2,3.953857
sub_pilot_patrick,RayKebab,3,5,111,1,1,2.271484
sub_pilot_patrick,RayKebab,3,6,77,1,1,6.878906
sub_pilot_patrick,RayKebab,3,7,0,1,2,7.654297
sub_pilot_patrick,RayKebab,3,8,9,1,1,2.311768
sub_pilot_patrick,ThreeDMiniMap,1,1,30,1,1,2.89624
sub_pilot_patrick,ThreeDMiniMap,1,2,2,1,1,2.144775
sub_pilot_patrick,ThreeDMiniMap,1,3,10,1,1,2.801025
sub_pilot_patrick,ThreeDMiniMap,1,4,33,1,1,2.300781
sub_pilot_patrick,ThreeDMiniMap,1,5,48,1,1,2.298828
sub_pilot_patrick,ThreeDMiniMap,1,6,35,1,1,2.846924
sub_pilot_patrick,ThreeDMiniMap,1,7,6,1,1,2.337158
sub_pilot_patrick,ThreeDMiniMap,1,8,36,1,1,2.177734
sub_pilot_patrick,ThreeDMiniMap,2,1,90,1,1,3.66626
sub_pilot_patrick,ThreeDMiniMap,2,2,84,1,1,2.619385
sub_pilot_patrick,ThreeDMiniMap,2,3,29,1,1,2.480713
sub_pilot_patrick,ThreeDMiniMap,2,4,43,1,1,2.435791
sub_pilot_patrick,ThreeDMiniMap,2,5,14,1,1,2.24707
sub_pilot_patrick,ThreeDMiniMap,2,6,96,1,1,2.552979
sub_pilot_patrick,ThreeDMiniMap,2,7,42,1,2,3.587158
sub_pilot_patrick,ThreeDMiniMap,2,8,107,1,1,2.503418
sub_pilot_patrick,ThreeDMiniMap,3,1,153,1,1,3.023193
sub_pilot_patrick,ThreeDMiniMap,3,2,158,1,1,3.090088
sub_pilot_patrick,ThreeDMiniMap,3,3,106,1,1,2.79541
sub_pilot_patrick,ThreeDMiniMap,3,4,72,1,1,2.828857
sub_pilot_patrick,ThreeDMiniMap,3,5,111,1,1,2.523926
sub_pilot_patrick,ThreeDMiniMap,3,6,77,1,1,2.794189
sub_pilot_patrick,ThreeDMiniMap,3,7,0,1,1,2.104004
sub_pilot_patrick,ThreeDMiniMap,3,8,9,1,1,2.552979
